"Order_ID","Order_Line","Sales_Date","Delivery_Date","Product_Delivery_Status","Product","Product_Feedback","Sales_Region","Quantity","Sales_Amount"
"P193787",10,"2016-7-30","2016-9-30","On time delivery","Product6","Quality Passed","Malaysia",1,"35.03"
"P193787",20,"2016-7-30","2016-9-30","On time delivery","Product6","Quality Passed","Malaysia",1,"35.03"
"P193848",10,"2016-8-6","2016-11-6","On time delivery","Product1","Rework","North China",704,"2846.73"
"P193848",20,"2016-8-6","2016-11-6","On time delivery","Product1","Rework","North China",704,"2654.18"
"P193866",10,"2016-11-15","2017-2-15","On time delivery","Product6","Quality Passed","Malaysia",200,"697.82"
"P193866",20,"2016-11-15","2017-2-15","On time delivery","Product6","Quality Passed","Malaysia",110,"326.14"
"P193877",10,"2016-9-15","2016-12-15","On time delivery","Product1","Rework","North China",704,"2846.73"
"P193877",20,"2016-9-15","2016-12-15","On time delivery","Product1","Rework","North China",704,"2654.18"
"P194443",30,"2016-10-10","2017-1-10","On time delivery","Product1","Rework","North China",1,"13014.26"
"P194443",70,"2016-10-10","2017-1-10","On time delivery","Product1","Rework","North China",1,"10546.64"
"P194452",10,"2016-7-29","2016-9-29","On time delivery","Product6","Quality Passed","Malaysia",2,"61.90"
"P194453",10,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",5,"90.48"
"P194577",10,"2016-9-15","2016-12-15","On time delivery","Product2","Quality Passed","East China",2,"121.73"
"P194579",10,"2016-8-15","2016-11-15","On time delivery","Product2","Quality Passed","East China",2,"121.73"
"P194590",10,"2016-7-30","2016-9-30","On time delivery","Product6","Quality Passed","Malaysia",500,"46.33"
"P194657",10,"2016-7-29","2016-9-29","On time delivery","Product6","Quality Passed","Malaysia",2,"1.82"
"P194689",10,"2016-7-30","2016-9-30","On time delivery","Product2","Quality Passed","East China",1,"289.10"
"P194756",20,"2016-8-15","2016-11-15","On time delivery","Product2","Rework","East China",15,"97.54"
"P194756",30,"2016-8-15","2016-11-15","On time delivery","Product2","Rework","East China",2,"4.38"
"P194764",10,"2016-7-15","2016-10-15","On time delivery","Product3","Quality Passed","North China",1,"408.53"
"P195344",10,"2016-7-15","2016-10-15","Late delivery","Product4","Rework","Northwest China",12,"658.68"
"P195347",10,"2016-7-1","2016-10-1","On time delivery","Product2","Quality Passed","East China",2,"5.18"
"P195347",20,"2016-7-1","2016-10-1","On time delivery","Product2","Quality Passed","East China",2,"5.63"
"P195354",10,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",2,"24.73"
"P195356",10,"2016-7-30","2016-9-30","On time delivery","Product5","Rework","Thailand",4,"51.70"
"P195356",20,"2016-7-30","2016-9-30","On time delivery","Product5","Rework","Thailand",4,"51.70"
"P195359",10,"2016-12-15","2017-3-15","On time delivery","Product1","Rework","North China",1,"16758.17"
"P195359",10,"2016-11-22","2017-2-22","Late delivery","Product1","Rework","North China",1,"16758.17"
"P195471",10,"2016-7-30","2016-9-30","On time delivery","Product3","Quality Passed","North China",1,"7.80"
"P195517",10,"2016-7-30","2016-9-30","On time delivery","Product2","Rejected","East China",12,"54.81"
"P195517",20,"2016-7-30","2016-9-30","On time delivery","Product2","Rejected","East China",1,"15.99"
"P195537",10,"2016-8-10","2016-11-10","On time delivery","Product6","Quality Passed","Malaysia",1,"1009.93"
"P197569",10,"2016-7-15","2016-10-15","On time delivery","Product3","Quality Passed","North China",1,"38.73"
"P197573",10,"2016-9-9","2016-12-9","On time delivery","Product2","Rework","East China",200,"36.89"
"P197573",20,"2016-9-9","2016-12-9","On time delivery","Product2","Rework","East China",200,"73.05"
"P197578",10,"2016-7-30","2016-9-30","On time delivery","Product6","Quality Passed","Malaysia",2,"10.55"
"P197578",20,"2016-7-30","2016-9-30","On time delivery","Product6","Quality Passed","Malaysia",1,"8.47"
"P197591",40,"2016-7-7","2016-10-7","On time delivery","Product2","Quality Passed","East China",1,"9.90"
"P197591",50,"2016-7-7","2016-10-7","On time delivery","Product2","Quality Passed","East China",10,"44.30"
"P197594",10,"2016-7-30","2016-9-30","On time delivery","Product2","Quality Passed","East China",60,"45.34"
"P197642",10,"2016-11-10","2017-2-10","On time delivery","Product2","Quality Passed","East China",2,"570.76"
"P197642",20,"2016-10-9","2017-1-9","On time delivery","Product2","Quality Passed","East China",2,"570.76"
"P197650",10,"2016-8-30","2016-10-30","On time delivery","Product2","Quality Passed","East China",268,"20.35"
"P197650",20,"2016-8-30","2016-10-30","On time delivery","Product2","Quality Passed","East China",268,"20.35"
"P197654",10,"2016-7-30","2016-9-30","On time delivery","Product3","Rejected","North China",1,"73.52"
"P197656",10,"2016-7-30","2016-9-30","On time delivery","Product3","Quality Passed","North China",1,"235.17"
"P197683",10,"2016-7-30","2016-9-30","On time delivery","Product3","Rejected","North China",1,"75.92"
"P197684",10,"2016-9-15","2016-12-15","On time delivery","Product2","Quality Passed","East China",1,"512.46"
"P197684",20,"2016-9-15","2016-12-15","On time delivery","Product2","Quality Passed","East China",1,"512.46"
"P197694",10,"2016-9-20","2016-12-20","On time delivery","Product2","Rejected","East China",4,"59.83"
"P197834",10,"2016-11-14","2017-2-14","On time delivery","Product1","Rework","North China",1,"3921.26"
"P198593",10,"2016-10-30","2016-12-30","On time delivery","Product2","Rework","East China",8600,"3012.88"
"P198593",20,"2016-10-30","2016-12-30","On time delivery","Product2","Rework","East China",4400,"1541.47"
"P198615",10,"2016-7-19","2016-10-19","On time delivery","Product3","Quality Passed","North China",300,"280.50"
"P198692",10,"2016-10-26","2016-12-26","On time delivery","Product5","Quality Passed","Thailand",1,"226.84"
"P198931",10,"2016-9-30","2016-11-30","On time delivery","Product3","Quality Passed","North China",1,"1491.15"
"P198931",20,"2016-9-30","2016-11-30","On time delivery","Product3","Quality Passed","North China",1,"1491.15"
"P199483",10,"2016-8-30","2016-10-30","On time delivery","Product3","Quality Passed","North China",3,"31.17"
"P199534",10,"2016-11-15","2017-2-15","On time delivery","Product2","Quality Passed","East China",2,"1489.11"
"P199534",20,"2016-11-15","2017-2-15","On time delivery","Product2","Quality Passed","East China",2,"1489.11"
"P199591",10,"2016-8-20","2016-11-20","On time delivery","Product3","Quality Passed","North China",6,"3.92"
"P199660",10,"2016-8-31","2016-10-31","On time delivery","Product5","Quality Passed","Thailand",1,"296.30"
"P199757",10,"2016-7-15","2016-10-15","On time delivery","Product2","Quality Passed","East China",1,"38.33"
"P200357",10,"2016-8-15","2016-11-15","Late delivery","Product4","Rework","Northwest China",20,"592.18"
"P200365",10,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",1,"7.27"
"P200365",20,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",20,"66.96"
"P200397",10,"2016-7-15","2016-10-15","On time delivery","Product5","Quality Passed","Thailand",4,"129.78"
"P200404",10,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",5,"71.38"
"P200407",50,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",7,"1.82"
"P200407",60,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",7,"8.05"
"P200634",10,"2016-7-30","2016-9-30","On time delivery","Product5","Quality Passed","Thailand",34,"100.72"
"P200634",20,"2016-7-30","2016-9-30","On time delivery","Product5","Quality Passed","Thailand",16,"87.46"
"P200704",10,"2016-7-25","2016-9-25","On time delivery","Product2","Rework","East China",1,"3114.67"
"P200704",20,"2016-7-25","2016-9-25","On time delivery","Product2","Rework","East China",1,"648.89"
"P201337",10,"2016-7-30","2016-9-30","On time delivery","Product2","Quality Passed","East China",1,"246.40"
"P201354",10,"2016-7-30","2016-9-30","On time delivery","Product2","Quality Passed","East China",1,"596.55"
"P201413",10,"2016-7-30","2016-9-30","On time delivery","Product2","Rejected","East China",150,"64.21"
"P201413",20,"2016-7-30","2016-9-30","On time delivery","Product2","Rejected","East China",20,"21.79"
"P201855",10,"2016-8-30","2016-10-30","On time delivery","Product5","Quality Passed","Thailand",1,"125.18"
"P202374",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",1,"7.39"
"P202430",10,"2016-8-30","2016-10-30","On time delivery","Product5","Quality Passed","Thailand",1,"204.86"
"P203009",10,"2016-10-20","2017-1-20","On time delivery","Product3","Quality Passed","North China",1,"683.73"
"P203009",20,"2016-10-20","2017-1-20","On time delivery","Product3","Quality Passed","North China",1,"683.73"
"P203021",20,"2016-11-9","2017-2-9","On time delivery","Product2","Quality Passed","East China",1,"922.07"
"P203021",40,"2016-11-9","2017-2-9","On time delivery","Product2","Quality Passed","East China",1,"655.81"
"P203031",10,"2016-8-15","2016-11-15","On time delivery","Product6","Quality Passed","Malaysia",1,"51.95"
"P203034",10,"2016-7-15","2016-10-15","Late delivery","Product4","Rework","Northwest China",1,"474.00"
"P203037",10,"2016-10-30","2016-12-30","On time delivery","Product3","Quality Passed","North China",1,"439.07"
"P203037",20,"2016-10-30","2016-12-30","On time delivery","Product3","Quality Passed","North China",1,"439.07"
"P203052",10,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",1,"29.87"
"P203058",10,"2016-7-30","2016-9-30","On time delivery","Product2","Quality Passed","East China",1,"20.52"
"P203180",10,"2016-10-1","2016-11-30","On time delivery","Product2","Rejected","East China",4,"32.54"
"P203180",20,"2016-10-1","2016-11-30","On time delivery","Product2","Rejected","East China",4,"32.54"
"P203189",10,"2016-7-15","2016-10-15","On time delivery","Product2","Rejected","East China",3,"58.44"
"P203379",10,"2016-12-30","2017-2-28","On time delivery","Product2","Quality Passed","East China",6,"680.71"
"P203379",20,"2016-12-30","2017-2-28","On time delivery","Product2","Quality Passed","East China",6,"680.71"
"P203918",10,"2016-9-15","2016-12-15","On time delivery","Product5","Rework","Thailand",1,"91.97"
"P203918",20,"2016-9-9","2016-12-9","On time delivery","Product5","Rework","Thailand",1,"12.16"
"P203964",10,"2016-8-25","2016-10-25","On time delivery","Product3","Quality Passed","North China",2,"280.64"
"P203964",20,"2016-8-25","2016-10-25","On time delivery","Product3","Quality Passed","North China",4,"710.86"
"P203993",10,"2016-7-30","2016-9-30","On time delivery","Product3","Quality Passed","North China",1,"6.24"
"P204153",10,"2016-7-30","2016-9-30","On time delivery","Product3","Quality Passed","North China",1,"18.06"
"P204690",10,"2016-9-30","2016-11-30","On time delivery","Product5","Quality Passed","Thailand",1,"197.28"
"P204690",20,"2016-9-30","2016-11-30","On time delivery","Product5","Quality Passed","Thailand",1,"197.28"
"P204697",10,"2016-7-15","2016-10-15","On time delivery","Product2","Rejected","East China",1,"75.61"
"P204855",10,"2016-7-30","2016-9-30","On time delivery","Product6","Quality Passed","Malaysia",1,"44.17"
"P204891",10,"2016-7-30","2016-9-30","On time delivery","Product2","Quality Passed","East China",1,"121.43"
"P204932",10,"2016-7-30","2016-9-30","On time delivery","Product6","Quality Passed","Malaysia",1,"88.45"
"P205318",100,"2016-7-15","2016-10-15","On time delivery","Product5","Quality Passed","Thailand",1,"203.06"
"P205385",10,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",1,"1322.31"
"P205385",20,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",1,"121.59"
"P205510",10,"2016-9-15","2016-12-15","On time delivery","Product3","Quality Passed","North China",56,"177.54"
"P205550",10,"2016-7-15","2016-10-15","On time delivery","Product3","Quality Passed","North China",20,"38.71"
"P205550",20,"2016-7-15","2016-10-15","On time delivery","Product3","Quality Passed","North China",2,"6.45"
"P205554",30,"2016-8-25","2016-10-25","On time delivery","Product3","Quality Passed","North China",1,"45.16"
"P205661",10,"2016-8-25","2016-10-25","On time delivery","Product3","Quality Passed","North China",1,"1126.30"
"P206306",10,"2016-8-30","2016-10-30","On time delivery","Product5","Quality Passed","Thailand",4,"149.14"
"P206310",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",1,"48.86"
"P206328",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",2,"33.43"
"P206342",10,"2016-9-15","2016-12-15","On time delivery","Product2","Quality Passed","East China",1,"36.94"
"P206382",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",2,"18.05"
"P206382",20,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",50,"76.40"
"P206408",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",3,"61.00"
"P206458",10,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",10,"3.01"
"P206458",20,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",10,"3.01"
"P206613",10,"2016-7-4","2016-10-4","On time delivery","Product2","Quality Passed","East China",1,"65.74"
"P206613",20,"2016-7-4","2016-10-4","On time delivery","Product2","Quality Passed","East China",1,"156.06"
"P207215",10,"2016-7-20","2016-10-20","On time delivery","Product2","Rejected","East China",1,"0.78"
"P207215",20,"2016-7-20","2016-10-20","On time delivery","Product2","Rejected","East China",1,"1.28"
"P207476",10,"2016-8-31","2016-10-31","On time delivery","Product3","Quality Passed","North China",1,"1557.05"
"P207490",10,"2016-7-15","2016-10-15","On time delivery","Product3","Quality Passed","North China",1,"170.42"
"P207501",10,"2016-7-15","2016-10-15","On time delivery","Product3","Rework","North China",1,"111.69"
"P207550",10,"2016-7-22","2016-10-22","On time delivery","Product2","Quality Passed","East China",10,"385.74"
"P207772",10,"2016-8-30","2016-10-30","On time delivery","Product6","Quality Passed","Malaysia",16,"1211.04"
"P207780",10,"2016-8-30","2016-10-30","On time delivery","Product6","Quality Passed","Malaysia",9,"37.61"
"P208171",10,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",1,"3.09"
"P208171",20,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",1,"5.79"
"P208198",10,"2016-7-15","2016-10-15","On time delivery","Product3","Quality Passed","North China",1,"45.16"
"P208368",10,"2016-7-11","2016-10-11","On time delivery","Product3","Quality Passed","North China",15,"134.50"
"P208443",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",2,"63.00"
"P208470",10,"2016-8-30","2016-10-30","On time delivery","Product5","Rework","Thailand",1,"102.92"
"P208503",10,"2016-9-30","2016-11-30","On time delivery","Product3","Quality Passed","North China",1,"832.38"
"P208503",20,"2016-9-30","2016-11-30","On time delivery","Product3","Quality Passed","North China",1,"832.38"
"P209015",10,"2016-7-15","2016-10-15","On time delivery","Product3","Rework","North China",1,"75.27"
"P209015",20,"2016-7-15","2016-10-15","On time delivery","Product3","Rework","North China",1,"38.88"
"P209060",10,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",200,"30.89"
"P209099",10,"2016-11-10","2017-2-10","On time delivery","Product2","Rework","East China",1,"3208.48"
"P209099",20,"2016-11-10","2017-2-10","On time delivery","Product2","Rework","East China",1,"2797.70"
"P209100",10,"2016-10-30","2016-12-30","On time delivery","Product2","Quality Passed","East China",1,"435.03"
"P209100",20,"2016-10-30","2016-12-30","On time delivery","Product2","Quality Passed","East China",1,"2797.70"
"P209104",10,"2016-7-14","2016-10-14","On time delivery","Product3","Quality Passed","North China",16.5,"44.56"
"P209210",10,"2016-10-30","2016-12-30","On time delivery","Product6","Quality Passed","Malaysia",1,"978.45"
"P209210",20,"2016-10-30","2016-12-30","On time delivery","Product6","Quality Passed","Malaysia",1,"978.45"
"P209277",10,"2016-10-1","2016-11-30","Late delivery","Product4","Rework","Northwest China",1,"234.83"
"P209277",20,"2016-10-1","2016-11-30","Late delivery","Product4","Rework","Northwest China",1,"234.83"
"P209299",10,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",1,"27.10"
"P209301",10,"2016-8-31","2016-10-31","On time delivery","Product5","Quality Passed","Thailand",15,"144.84"
"P209322",10,"2016-10-1","2016-11-30","On time delivery","Product5","Quality Passed","Thailand",1,"98.02"
"P209322",20,"2016-10-1","2016-11-30","On time delivery","Product5","Quality Passed","Thailand",1,"98.02"
"P209922",10,"2016-7-20","2016-10-20","On time delivery","Product2","Quality Passed","East China",1,"256.84"
"P209926",10,"2016-10-12","2017-1-12","On time delivery","Product6","Quality Passed","Malaysia",920,"699.81"
"P209926",20,"2016-10-12","2017-1-12","On time delivery","Product6","Quality Passed","Malaysia",920,"685.34"
"P209971",10,"2016-8-7","2016-11-7","On time delivery","Product3","Quality Passed","North China",2,"43.66"
"P210191",10,"2016-8-31","2016-10-31","On time delivery","Product2","Quality Passed","East China",1,"233.86"
"P210746",10,"2016-7-15","2016-10-15","On time delivery","Product2","Rejected","East China",5,"76.95"
"P210782",10,"2016-8-15","2016-11-15","On time delivery","Product6","Quality Passed","Malaysia",200,"47.72"
"P210793",10,"2016-11-15","2017-2-15","On time delivery","Product2","Quality Passed","East China",4,"1119.84"
"P210795",10,"2016-8-31","2016-10-31","On time delivery","Product5","Quality Passed","Thailand",4,"128.25"
"P210854",10,"2016-8-31","2016-10-31","Late delivery","Product4","Rework","Northwest China",2,"404.51"
"P210854",20,"2016-8-31","2016-10-31","Late delivery","Product4","Rework","Northwest China",2,"404.51"
"P210856",10,"2016-8-31","2016-10-31","On time delivery","Product5","Quality Passed","Thailand",1,"67.97"
"P210856",20,"2016-8-31","2016-10-31","On time delivery","Product5","Quality Passed","Thailand",1,"67.97"
"P210870",10,"2016-8-31","2016-10-31","On time delivery","Product5","Quality Passed","Thailand",500,"222.22"
"P210882",10,"2016-8-31","2016-10-31","Late delivery","Product4","Rework","Northwest China",400,"533.52"
"P210882",20,"2016-8-31","2016-10-31","Late delivery","Product4","Rework","Northwest China",100,"17.95"
"P210915",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",20,"61.56"
"P210922",10,"2016-7-11","2016-10-11","On time delivery","Product6","Quality Passed","Malaysia",1,"12.45"
"P210959",10,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",7,"90.03"
"P210993",10,"2016-8-31","2016-10-31","Late delivery","Product4","Rework","Northwest China",150,"52.71"
"P210993",20,"2016-8-31","2016-10-31","Late delivery","Product4","Rework","Northwest China",500,"373.17"
"P211477",30,"2016-7-15","2016-10-15","On time delivery","Product2","Quality Passed","East China",1,"335.64"
"P211477",40,"2016-7-15","2016-10-15","On time delivery","Product2","Quality Passed","East China",1,"322.18"
"P211539",10,"2016-8-20","2016-11-20","On time delivery","Product3","Quality Passed","North China",848,"803.40"
"P211539",20,"2016-8-20","2016-11-20","On time delivery","Product3","Quality Passed","North China",2,"21.18"
"P211662",10,"2016-8-30","2016-10-30","On time delivery","Product5","Quality Passed","Thailand",1,"293.71"
"P211679",10,"2016-10-1","2016-11-30","On time delivery","Product3","Quality Passed","North China",1,"263.75"
"P211679",20,"2016-10-1","2016-11-30","On time delivery","Product3","Quality Passed","North China",1,"263.75"
"P212306",10,"2016-10-1","2016-11-30","On time delivery","Product6","Quality Passed","Malaysia",1,"29.40"
"P212306",20,"2016-10-1","2016-11-30","On time delivery","Product6","Quality Passed","Malaysia",1,"12.78"
"P212315",10,"2016-10-1","2016-11-30","On time delivery","Product6","Quality Passed","Malaysia",1,"6.92"
"P212315",20,"2016-10-1","2016-11-30","On time delivery","Product6","Quality Passed","Malaysia",1,"6.92"
"P212349",10,"2016-8-31","2016-10-31","On time delivery","Product5","Rework","Thailand",1,"105.79"
"P212360",10,"2016-7-20","2016-10-20","Late delivery","Product2","Quality Passed","East China",1,"159.77"
"P212380",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",1,"28.86"
"P212380",20,"2016-8-31","2016-10-31","On time delivery","Product6","Rejected","Malaysia",1,"28.86"
"P212382",20,"2016-10-25","2016-12-25","On time delivery","Product3","Quality Passed","North China",12,"453.22"
"P212382",30,"2016-10-25","2016-12-25","On time delivery","Product3","Quality Passed","North China",12,"204.91"
"P212400",20,"2016-8-29","2016-10-29","On time delivery","Product6","Quality Passed","Malaysia",1,"31.95"
"P212400",30,"2016-8-29","2016-10-29","On time delivery","Product6","Quality Passed","Malaysia",1,"3.32"
"P212422",10,"2016-8-31","2016-10-31","On time delivery","Product5","Rejected","Thailand",5,"30.91"
"P212422",20,"2016-8-31","2016-10-31","On time delivery","Product5","Rejected","Thailand",10,"64.15"
"P212486",10,"2016-8-29","2016-10-29","On time delivery","Product3","Quality Passed","North China",1,"19.81"
"P212493",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",1,"24.13"
"P212505",10,"2016-8-29","2016-10-29","On time delivery","Product3","Quality Passed","North China",12,"7.90"
"P212539",10,"2016-9-15","2016-12-15","On time delivery","Product6","Rejected","Malaysia",2,"12.53"
"P212539",20,"2016-9-15","2016-12-15","On time delivery","Product6","Rejected","Malaysia",2,"51.64"
"P212589",10,"2016-7-20","2016-10-20","On time delivery","Product2","Quality Passed","East China",28,"5.03"
"P213151",10,"2016-8-31","2016-10-31","On time delivery","Product5","Rework","Thailand",1,"101.91"
"P213155",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",4,"31.42"
"P213214",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",1,"1301.87"
"P213256",10,"2016-8-31","2016-10-31","On time delivery","Product6","Rejected","Malaysia",1,"69.68"
"P213310",10,"2016-8-15","2016-11-15","On time delivery","Product6","Quality Passed","Malaysia",3,"34.79"
"P213332",10,"2016-8-15","2016-11-15","On time delivery","Product5","Quality Passed","Thailand",1,"187.05"
"P213332",20,"2016-8-15","2016-11-15","On time delivery","Product5","Quality Passed","Thailand",1,"187.05"
"P213366",10,"2016-8-29","2016-10-29","On time delivery","Product2","Quality Passed","East China",14,"15.40"
"P213366",20,"2016-8-29","2016-10-29","On time delivery","Product2","Quality Passed","East China",15,"35.47"
"P213423",10,"2016-10-15","2017-1-15","On time delivery","Product2","Rework","East China",5300,"1832.04"
"P213423",20,"2016-10-15","2017-1-15","On time delivery","Product2","Rework","East China",9500,"3283.85"
"P213435",10,"2016-8-29","2016-10-29","Late delivery","Product4","Rework","Northwest China",1,"486.01"
"P214052",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",221,"286.29"
"P214052",20,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",269,"758.78"
"P214053",10,"2016-8-31","2016-10-31","On time delivery","Product5","Rejected","Thailand",1,"94.86"
"P214054",10,"2016-9-8","2016-12-8","On time delivery","Product3","Quality Passed","North China",4,"125.57"
"P214160",10,"2016-8-15","2016-11-15","On time delivery","Product5","Quality Passed","Thailand",2,"47.86"
"P214160",20,"2016-8-15","2016-11-15","On time delivery","Product5","Quality Passed","Thailand",2,"478.62"
"P214343",10,"2016-8-28","2016-10-28","On time delivery","Product2","Quality Passed","East China",1,"184.09"
"P214830",10,"2016-8-15","2016-11-15","On time delivery","Product6","Quality Passed","Malaysia",1,"547.75"
"P214830",20,"2016-8-15","2016-11-15","On time delivery","Product6","Quality Passed","Malaysia",1,"572.66"
"P214836",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",30,"49.91"
"P214838",10,"2016-8-31","2016-10-31","On time delivery","Product5","Quality Passed","Thailand",10,"210.78"
"P214842",10,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",1,"1046.22"
"P214842",20,"2016-7-15","2016-10-15","On time delivery","Product6","Quality Passed","Malaysia",1,"1046.22"
"P214862",10,"2016-8-31","2016-10-31","On time delivery","Product5","Quality Passed","Thailand",2,"267.68"
"P214867",10,"2016-7-22","2016-10-22","On time delivery","Product2","Rejected","East China",1,"55.51"
"P214878",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",16,"1403.13"
"P214886",10,"2016-8-31","2016-10-31","On time delivery","Product6","Rejected","Malaysia",1,"37.86"
"P214886",20,"2016-8-31","2016-10-31","On time delivery","Product6","Rejected","Malaysia",1,"40.05"
"P214903",10,"2016-8-31","2016-10-31","On time delivery","Product5","Quality Passed","Thailand",1,"67.26"
"P214903",20,"2016-8-31","2016-10-31","On time delivery","Product5","Quality Passed","Thailand",1,"56.80"
"P215027",10,"2016-8-30","2016-10-30","Late delivery","Product4","Rework","Northwest China",2,"561.97"
"P215079",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",1,"52.31"
"P215110",10,"2016-8-30","2016-10-30","On time delivery","Product3","Rejected","North China",1,"63.28"
"P215665",10,"2016-7-18","2016-10-18","On time delivery","Product6","Quality Passed","Malaysia",1,"14.96"
"P215672",20,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",1,"1047.13"
"P215713",10,"2016-9-20","2016-12-20","Late delivery","Product3","Quality Passed","North China",1,"3412.98"
"P215719",10,"2016-10-30","2016-12-30","On time delivery","Product3","Rework","North China",1,"3412.98"
"P215813",10,"2016-8-31","2016-10-31","On time delivery","Product5","Quality Passed","Thailand",4,"161.94"
"P215813",20,"2016-8-31","2016-10-31","On time delivery","Product5","Quality Passed","Thailand",4,"161.94"
"P215866",10,"2016-8-31","2016-10-31","On time delivery","Product6","Rejected","Malaysia",2,"65.49"
"P215916",10,"2016-8-31","2016-10-31","On time delivery","Product5","Quality Passed","Thailand",5,"119.67"
"P216020",10,"2016-8-26","2016-10-26","On time delivery","Product2","Rework","East China",1,"3068.51"
"P216020",20,"2016-8-26","2016-10-26","On time delivery","Product2","Rework","East China",1,"639.27"
"P216522",10,"2016-9-26","2016-11-26","On time delivery","Product2","Rework","East China",1,"3066.05"
"P216522",20,"2016-9-26","2016-11-26","On time delivery","Product2","Rework","East China",1,"638.76"
"P216532",10,"2016-9-18","2016-12-18","On time delivery","Product2","Rework","East China",20,"30.71"
"P216532",20,"2016-9-18","2016-12-18","On time delivery","Product1","Rework","North China",1,"3659.50"
"P216538",10,"2016-12-30","2017-2-28","On time delivery","Product1","Rework","North China",1,"3659.50"
"P216538",20,"2016-12-30","2017-2-28","On time delivery","Product2","Rework","East China",30,"46.07"
"P216641",10,"2016-8-28","2016-10-28","On time delivery","Product3","Quality Passed","North China",1,"39.15"
"P216657",40,"2016-8-31","2016-10-31","On time delivery","Product2","Quality Passed","East China",2,"10.19"
"P216657",50,"2016-8-31","2016-10-31","On time delivery","Product2","Quality Passed","East China",1,"5.10"
"P216692",10,"2016-8-31","2016-10-31","On time delivery","Product6","Quality Passed","Malaysia",1,"24.66"
"P216694",10,"2016-10-26","2016-12-26","On time delivery","Product3","Quality Passed","North China",1,"388.37"
"P216774",10,"2016-8-15","2016-11-15","On time delivery","Product6","Rejected","Malaysia",1,"80.78"
"P216790",10,"2016-8-15","2016-11-15","On time delivery","Product5","Quality Passed","Thailand",2,"53.81"
"P216790",20,"2016-8-15","2016-11-15","On time delivery","Product5","Quality Passed","Thailand",3,"80.71"
"P217325",10,"2016-8-15","2016-11-15","On time delivery","Product6","Quality Passed","Malaysia",1,"123.57"
"P217325",20,"2016-8-15","2016-11-15","On time delivery","Product6","Quality Passed","Malaysia",1,"74.05"
"P217328",10,"2016-8-15","2016-11-15","On time delivery","Product5","Quality Passed","Thailand",2,"248.34"
"P217344",10,"2016-8-15","2016-11-15","On time delivery","Product6","Rejected","Malaysia",5,"51.15"
"P217344",20,"2016-8-15","2016-11-15","On time delivery","Product6","Rejected","Malaysia",2,"20.46"
"P217351",10,"2016-8-15","2016-11-15","On time delivery","Product6","Quality Passed","Malaysia",2,"14.32"
"P217351",20,"2016-8-15","2016-11-15","On time delivery","Product6","Quality Passed","Malaysia",1,"21.10"
"P218106",10,"2016-8-15","2016-11-15","On time delivery","Product6","Quality Passed","Malaysia",1,"11.23"
